LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,EDUCATION,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,IS_MALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,PAY_1_-1,PAY_1_0,PAY_1_1,PAY_1_2,PAY_1_3,PAY_2_-1,PAY_2_0,PAY_2_1,PAY_2_2,PAY_2_3,PAY_3_-1,PAY_3_0,PAY_3_1,PAY_3_2,PAY_3_3,PAY_4_-1,PAY_4_0,PAY_4_2,PAY_4_3,PAY_5_-1,PAY_5_0,PAY_5_2,PAY_5_3,PAY_6_-1,PAY_6_0,PAY_6_2,PAY_6_3,NEXT_MONTH_DEFAULT
-0.6717736932406699,-1.2396386515821296,0.1497177096118507,-0.6815493912560715,-0.5345973153796804,-0.3878291745793058,-0.5319586162290205,-0.5209453887760163,0.3410362391530152,0.19682388489064773,0.6864868918667298,0.18744043767774507,0.1871820807382886,0.14043296415495707,2,2,2,1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.5185256615416415,1.1310488488046717,-0.6776603962222462,-0.6330262537863501,-0.596103262232596,-0.60895746426878,-0.6047962065970826,-0.6359501080953591,-0.14116121922982014,-0.1707267208908167,-0.10069444430364916,-0.12029123228845458,-0.29612268189177543,-0.19499466724001796,1,2,1,-1,-1,0,-1,-1,-1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.0944664652544725,-0.9163630833475657,-0.6474722761445155,-0.6536676226786053,-0.6698103887864153,-0.6444857109489497,-0.6435007002236259,-0.6349825794428793,-0.2518550468585819,-0.2793566672128128,-0.22716931883354577,-0.2838139188395314,-0.29205666435360716,-0.26071205571621664,1,1,2,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.40096252865252946,-0.3775704696232927,0.4477654983157937,0.09878018552518888,-0.6167195412822493,-0.5690277546990855,-0.5490732845669906,-0.5255698477590556,-0.21577375897958911,-0.23085306913295908,-0.18011014829357153,-0.28625354449880974,-0.26007984846021637,-0.23902064012487348,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.32433851280301523,1.0232903260598172,2.022805373500068,1.9343391795260145,1.948128447319174,1.637431621220834,1.5353714150808324,1.5152268597632002,0.08230519335406505,0.05156466532992387,0.035117141371008596,-0.017149280804518025,-0.01797951606047092,-0.048358359145439365,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.2081418041872696,0.16122214410098032,-0.5784841692825766,-0.579103965499741,-0.5807446343889527,-0.583588758641828,-0.5947551734390982,-0.6373768028879989,-0.3154798693118675,-0.2560105370167006,-0.28190176347524903,-0.3152579828924529,-0.30142917935684244,-0.2974880675948011,2,2,2,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-0.5185256615416415,-0.593087515113002,-0.6771279778787236,-0.18326314676315192,-0.6378644428716372,-0.6614132548699639,-0.6520981343652866,-0.643772331268798,2.270791210014453,-0.1668524708367205,-0.287428667198872,-0.3201372342110097,-0.3289953999545931,-0.2974880675948011,2,1,2,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.24771449695350098,-0.3775704696232927,-0.6828514750715914,-0.6815493912560715,-0.6774682720647341,-0.6614132548699639,-0.6520981343652866,-0.6290134196208002,-0.4013770916904572,-0.3063254727841838,-0.287428667198872,-0.3201372342110097,-0.26697140360965405,-0.2460367314212648,2,1,1,1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.13540558229407024,0.8077732805701079,-0.6103627176009914,-0.5891962243343849,-0.6083330161248367,-0.6492489379115859,-0.20260952064932058,-0.5189283375174566,0.09470349597915104,0.00034406071862601794,-0.24412564482058327,1.5789080393989467,0.19565869357209695,-0.04426563922254443,2,2,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.9334428456428143,1.0232903260598172,6.2446166284624045,6.52622004145382,6.719618361921253,5.799919193449158,5.006697729699831,5.096394777196266,0.9720875703699667,0.6999732425654792,0.5711194840435319,0.47389315050468317,0.49799121797792767,0.40412106204433085,1,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.13540558229407024,0.16122214410098032,0.09364074758033447,-0.6815493912560715,-0.6774682720647341,-0.442621358152669,-0.5116199100879276,-0.5309158535337748,-0.4013770916904572,-0.3063254727841838,0.49143548375634627,0.27336947478788404,0.1451435943267188,0.18586215529909086,2,1,1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.1315177883377554,-0.3775704696232927,-0.4551893913813341,-0.43050272224724745,-0.4042561415959058,-0.3697258974206788,-0.3247059174521587,-0.31666565277700676,-0.28162582142540515,-0.2257209456846758,-0.2428914818531723,-0.21767295652131713,-0.3289953999545931,-0.26562331962369057,1,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.21202959814358446,-0.054294901388728896,0.44684707667321727,0.4601771908453252,0.5260052315718167,0.5811257482440598,0.654599575243648,0.7199511050061986,-0.10441175935306826,-0.10456258035657635,-0.08352348127880109,-0.1032816200529302,-0.11535719032202525,-0.12208578518501816,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.017842449404958254,-0.4853289923681473,-0.6420948508749375,0.879525081600056,0.9352590869961533,1.0149110189109778,1.1367616466957389,1.1987957940301273,7.913652213756434,-0.004435858179284881,-0.04596199966194592,-0.015184026801210431,0.015582357517290547,-0.03438464398012665,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.4775865445020437,-0.8086045606027111,0.7985360134870607,0.8748596615352069,0.6820203162718954,0.4386962179594081,0.4759782569572048,0.49331981725583246,-0.06929560880417202,-0.05475079394676804,-0.14662677039511776,-0.16020621876942606,-0.11535719032202525,-0.20394018364291688,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.28865361399309875,-0.593087515113002,0.8456949682645736,0.8582607337673906,0.8126900932560457,0.6067507034227991,0.6157507217154722,0.6386950969886108,-0.08778170074217448,-0.08418503137074568,-0.09425533316933113,0.07291356645050935,-0.19116429696583964,-0.18026087551759618,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.9016457407892127,0.16122214410098032,-0.014147346065812832,0.00569328785146368,0.013755703473224697,0.0035241850122290177,-0.5154053475085096,-0.34944683542628185,-0.26781693347171653,-0.20267670510316851,-0.23301817811388464,-0.3086167797088617,0.9079009182664805,-0.2864961912304547,1,2,3,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2.3931869407399,0.9155318033149625,-0.6744126443267584,-0.6795558586467592,-0.6744251206873425,-0.6292614728721693,-0.6025987280944566,-0.643772331268798,-0.3906863397263112,-0.2956083914657099,-0.17297346678636905,-0.1110071013073118,-0.3289953999545931,-0.24311336004776843,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.4775865445020437,-0.593087515113002,0.16984312299700444,0.10362557728393425,-0.24831249237416952,-0.31665209319459575,-0.2901237010166728,-0.28344170277829167,-0.030170426268721018,-0.15538066548173435,-0.09339678501808873,-0.11683509593781018,-0.19116429696583964,-0.2974880675948011,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.1315177883377554,-0.9163630833475657,-0.46983089582820514,-0.46765995504859764,-0.4361306520323413,-0.399194595876229,-0.42726560756741716,-0.643772331268798,-0.4013770916904572,-0.22099134172253238,-0.2230375558556917,-0.3186463518636729,-0.3289953999545931,-0.2974880675948011,2,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
-0.8250217249396984,-0.7008460378578565,-0.6088852566977162,-0.5765151419029256,-0.5766299508364232,-0.5389108956125437,-0.5790039041721005,-0.5947071494345653,0.1618919024204853,0.09760283155717095,0.1486601343728165,-0.31912072351964366,-0.12280006988341793,0.15241878678629223,2,1,2,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2.2399389090408715,1.7775999852737994,1.6800211334816402,1.7376301180974063,1.7267498999356832,1.924883324314104,1.9696380791691193,1.9890043224546494,0.19255357298432071,0.1465089491231646,0.15010893437803807,0.08646704233538932,0.08449790901166727,0.05331649722476484,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.167202687147672,1.6698414625289448,5.748549147343825,3.3440574578153908,3.2869436082234764,3.6024134783387507,3.420503210541573,3.453727910774111,1.1111415872369492,0.3477686921930972,0.3114086682927047,0.25032856578358814,0.24472656623609318,0.20544874350151662,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.28865361399309875,-0.2698119468784381,0.9436732539313172,1.0528655107750582,1.0506559587106714,-0.031777959122245986,0.0319753195032685,0.06949307109749567,-0.022746292960286296,-0.15110389594149828,-0.2073153928360652,-0.21523333086203875,-0.2217628018293429,-0.19809344089592412,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.1315177883377554,-1.2396386515821296,-0.41046625052543695,-0.41405607822042034,-0.4059563059804579,-0.3666056822900911,-0.3445153039539329,-0.3249634408813255,-0.40108012635811985,-0.22380897812551143,-0.20216410392861076,-0.25236985478660984,-0.260010932908722,-0.23878677041499377,1,3,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.24771449695350098,1.1310488488046717,-0.4357561218427597,0.3916079754708515,0.5054175267135004,0.5482052175909029,0.3772521242297391,0.19591134875795682,4.053102893370378,0.6999732425654792,0.7990640181983901,2.7293948398869827,2.427626659820476,2.894833472263249,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.4736987505457289,0.2689806668458349,-0.6765290072422606,-0.6818954906674105,-0.6061328033918868,-0.653906650352898,-0.6521302143434272,-0.643805128850238,-0.4013770916904572,-0.05384512510295334,-0.26033074117528365,-0.3201372342110097,-0.3289953999545931,-0.26515558020393115,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.32433851280301523,0.0534636213561257,-0.4896368582072453,-0.6137831265159043,-0.6018609617870037,-0.5277715768613152,-0.38248195808324426,-0.5487577378371321,-0.036480939580890534,-0.04005883270266295,0.18863628266504093,0.8235050609551618,0.07030130540382568,-0.15628923025492583,2,1,2,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.167202687147672,-0.8086045606027111,-0.5273320769286443,-0.6659472297929114,-0.6497084451808283,-0.4607547823173887,-0.652178334310638,-0.6438543252223979,-0.3171131786397231,-0.2081107181660567,0.430263927980325,-0.3197983973138877,-0.3289953999545931,-0.2974880675948011,2,1,2,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.7840826079001006,0.0534636213561257,2.9933907032831524,3.080869621456796,3.0746516536851547,3.389364586282103,3.7381912340671923,3.835376967200614,0.41527757223736245,0.2521703142348792,0.3564824462329309,0.4253039394573885,0.3739432252880496,0.3164199208394393,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.9016457407892127,1.4543244170392355,-0.039676805637720775,-0.0047173824416120716,-0.24496931198773927,-0.19292878019042373,-0.40644570175421646,-0.39388755827747524,-0.26484728014834263,-0.22380897812551143,-0.1854224149793839,-0.2844915926337754,-0.2919877488021128,-0.2637523619446529,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.4775865445020437,0.2689806668458349,-0.6545001982790137,0.18326997382125446,0.21666103615733814,0.22863187950593086,0.19118825101469408,0.0732319953816551,4.236404744755631,-0.05475079394676804,-0.18011014829357153,0.018699662910989488,0.015582357517290547,-0.12208578518501816,2,1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.9016457407892127,1.7775999852737994,-0.5979440597383271,-0.6364595599468326,-0.6179482315097408,-0.6614132548699639,-0.6520981343652866,-0.6385575158198388,-0.32037979729543437,-0.2560105370167006,-0.287428667198872,-0.3201372342110097,-0.3070802545793813,-0.2974880675948011,2,1,2,2,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-0.6717736932406699,-0.9163630833475657,-0.40945465567274403,-0.5571612628208512,-0.5497273496926276,-0.532323774781303,-0.5513509630149679,-0.529554753904015,-0.25400804551802797,-0.19125521468394982,-0.1647099408306609,-0.30109460059275334,-0.26249189276251955,0.7549256268638969,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.32433851280301523,0.2689806668458349,0.6718337581872735,-0.4841342870283319,-0.10261269074675164,-0.37485088845642667,-0.6686353630967273,-0.7236836384473461,-0.3247600359474109,1.7189513217285481,0.7326875142554617,-0.3201372342110097,-0.3289953999545931,-0.2974880675948011,1,2,2,0,0,-1,-1,-1,-1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.13540558229407024,-1.1318801288372748,1.3371570307116836,1.3820337389113109,1.4842835993454782,1.6384415459249373,1.7918829202924702,1.6853479146924548,0.025659056210708107,0.01106114203709993,0.6056760471310386,0.5188906904424847,0.31329753997299803,0.05197174639295651,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.9373306395991292,0.8077732805701079,1.9416381970300503,2.2385882500458627,2.428460603694325,2.68415074626015,3.008275491435827,3.19311832865191,0.8607255707434459,0.19682388489064773,0.2491639273276304,0.35753656003298867,0.3601601149891742,-0.005150930245162822,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.1315177883377554,-1.2396386515821296,-0.6828514750715914,-0.6692282522124048,-0.6707961983875422,-0.6538765033468054,-0.6520981343652866,-0.6331623136729595,-0.3353023052453882,-0.2828283977807692,-0.26059903747254687,-0.3201372342110097,-0.2844070381377314,-0.2974880675948011,2,1,2,1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.1315177883377554,1.346565894294381,-0.5805739112809027,-0.5629757329313457,-0.6129048867387583,-0.6083545241469273,-0.6251509527272456,-0.5571047223136109,-0.31228749198924055,-0.20529308176307762,-0.1972811113184196,-0.3201372342110097,0.035223289693187915,-0.2974880675948011,2,2,2,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-0.36527762984261297,-0.3775704696232927,-0.6275065882624187,-0.6444198464076285,-0.6774682720647341,-0.5643398952516808,-0.6520981343652866,-0.5465275022992124,-0.20226183635823794,-0.3063254727841838,0.05813696367619555,-0.3201372342110097,0.0796738204070609,0.0018651610512284975,2,2,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.5542105603515579,0.16122214410098032,-0.6285314935736996,-0.5762244183974009,1.5277878056560772,-0.516451376073531,-0.4698838585271046,-0.5807681773225674,0.1661236584062931,7.499634292054687,0.230973438373182,0.45844218799592,-0.062292215671355164,-0.09057184177872714,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.978269756638727,0.9155318033149625,-0.5261873774900707,-0.6162196663717304,-0.6642955698583722,-0.591095363158894,-0.5869918187290911,-0.5521358887254516,-0.049473172870651304,-0.25993510200656433,-0.03710822185225863,-0.045069441127370755,0.05610470179598406,0.1117839246946925,2,2,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.1315177883377554,-1.3473971743269841,-0.4983951399581918,-0.4722146233018183,-0.4421312322131135,-0.3887788052712238,-0.37141436562476315,-0.35075873868388163,-0.2900150920639364,-0.22582157555621077,-0.16937829640304147,-0.3201372342110097,-0.28420029148324827,-0.21271029776340603,2,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.5185256615416415,-0.8086045606027111,0.608688942645495,0.701394636572123,-0.30124618182598195,-0.23769708423798597,-0.6163931186948823,-0.643772331268798,-0.004854131686958609,0.04633191201010562,-0.19207616315151252,-0.18460247536221,-0.3289953999545931,-0.2974880675948011,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.017842449404958254,-1.3473971743269841,-0.5656395767450942,-0.23588410126312656,-0.21235187257654148,-0.17465969449828722,-0.13285160818274896,-0.13209726322343426,1.9885999029608492,-0.2254190560700709,-0.1639587111983238,-0.15891863856036248,-0.17724335556397555,-0.14032762255563558,2,2,2,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.9016457407892127,-0.7008460378578565,-0.321086521106583,-0.29560701568377656,-0.2644569104795806,-0.21038389671805913,-0.1626057879080859,-0.13272041727079417,-0.29343019338581633,-0.2316581081052388,-0.20704709653880193,-0.24606748850014065,-0.25050058680249804,-0.17827298298361863,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
