Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership_1,Home Ownership_2,Home Ownership_3,Purpose_0,Purpose_1,Purpose_2,Term_1,Term_2
1,0.5539297897353815,-0.2978000037685579,0,-0.4341227023397134,1.0910401489963475,-0.015303804001543223,-0.3409788778582933,0,0,2,-0.35338652393982434,0.04851582686784225,0.3293271760689728,-0.22310417367392776,1,0,0,1,0,0,0,1
1,-0.20734605675401982,-1.121868394469893,0,-0.6378469087937149,-0.826171449363225,-0.007464874946458433,-0.3409788778582933,0,1,2,-0.35933859864107504,-0.4856477672056324,-0.8145630516843427,-0.23144770500496747,1,0,0,0,1,0,0,1
1,17.984331969952965,0.25157892336566545,0,-0.8415711152477163,-0.41432599490079824,-0.047915670849798774,-0.3409788778582933,0,1,2,-0.3687949340643194,-0.7302535669984545,-0.9304446155866358,-0.22101829084116786,1,0,0,0,1,0,0,1
1,-0.20734605675401982,1.0756473140670004,0,-1.0452953217017178,0.3099539422572624,-0.05790172513117999,1.6647792271904904,1,0,2,-0.36516938526227244,-0.8906341537150091,0.1802407646230415,-0.23144770500496747,1,0,0,1,0,0,0,1
2,-0.20734605675401982,-0.023110540201446223,0,-1.2490195281557193,-0.5279385340628471,-0.046328665247753587,-0.3409788778582933,0,0,2,-0.36132951490967674,-0.4347778904647498,0.12305463829788674,-0.23144770500496747,0,1,0,1,0,0,0,1
1,-1.1230665660540782,0.25157892336566545,0,-1.0452953217017178,-0.6273495058296397,-0.04641103578073171,1.6647792271904904,1,0,2,-0.36538508508645806,-0.817168726553382,-0.8746000992632442,-0.23422888211531404,1,0,0,1,0,0,0,1
1,-0.8887505859940796,1.0756473140670004,0,0.1770499170222909,2.0141420296879935,-0.02078556297123737,-0.3409788778582933,0,0,1,-0.36515560252590273,-0.6490769599313351,-0.39078199237740413,-0.24257241344635372,1,0,0,1,0,0,1,0
1,0.5421035117019204,-1.3965578580370046,0,-0.23039849588571198,-0.7267604775964324,0.0398968086737465,-0.3409788778582933,0,0,2,-0.347575722286363,1.4732908117314578,1.010948907589769,4.349846290013409,1,0,0,1,0,0,0,1
2,-0.20734605675401982,-0.2978000037685579,0,3.844085633194317,-0.35751972531977383,0.044700383588587425,-0.3409788778582933,0,1,1,-0.3626306052229755,2.5281682674851065,4.226620380565847,-0.23144770500496747,0,1,0,0,1,0,1,0
1,0.3963465181048039,-0.5724894673356696,0,2.621740394470308,0.09693043132842104,0.10908531069093796,-0.3409788778582933,0,0,2,-0.36630646101277187,-0.15077931890666138,1.6781483315916113,-0.2203229965635812,1,0,0,1,0,0,0,1
1,-0.27077106378697696,-0.023110540201446223,0,3.2329130138323126,-0.7551636123869445,-0.03830989386233322,-0.3409788778582933,0,0,1,-0.36446991139151064,-0.6634831177392702,-0.17344117209177196,-0.2696888902722327,1,0,0,1,0,0,1,0
1,0.5860189263102505,1.0756473140670004,0,-0.026674289431710546,0.19634140309521358,0.15709085731058858,-0.3409788778582933,0,0,2,2.76051988315993,4.6389393809954536,0.9114182155839645,-0.22727593933944762,1,0,0,1,0,0,0,1
2,-0.20734605675401982,1.0756473140670004,0,-1.0452953217017178,-0.513736966667591,-0.037925498041768646,-0.3409788778582933,0,0,2,-0.36367326922934257,-0.30954593773602,-1.0270405357135834,-0.23144770500496747,0,1,0,1,0,0,0,1
2,-0.20734605675401982,1.0756473140670004,0,-0.4341227023397134,-0.14449621439093244,-0.01879906028424828,-0.3409788778582933,0,0,1,-0.36169269001301807,0.06788344151419473,-0.6939858527758787,-0.23144770500496747,0,1,0,1,0,0,1,0
2,0.17538845718238788,1.0756473140670004,0,2.2142919815623054,-0.7835667471774566,-0.023190782534198585,-0.3409788778582933,0,0,2,-0.3592455651705796,0.01844820289526417,0.44076465684042543,-0.2592594761084331,0,1,0,1,0,0,0,1
1,-0.12370840892077346,1.0756473140670004,0,-0.026674289431710546,0.5371790205813601,-0.020020889856757117,-0.3409788778582933,0,1,1,-0.3665049324164954,0.4044854108771911,0.4395068974637725,-0.23422888211531404,1,0,0,0,1,0,1,0
2,-0.8878717755245018,0.5262683869327771,0,0.9919467428382966,-0.49953539927233476,-0.02768134942372264,1.6647792271904904,1,0,2,-0.3695502280173784,-0.41851865841596003,-0.7366658209569692,-0.21893240800840794,0,1,0,1,0,0,0,1
1,-0.8532466430231369,1.0756473140670004,0,0.9919467428382966,1.0768385816010912,-0.01241671682065998,-0.3409788778582933,0,0,2,-0.36502122084629823,-0.02787865312610365,-0.7046348821648737,-0.24813476766704684,1,0,0,1,0,0,0,1
1,-0.13448011439074126,1.0756473140670004,0,-0.6378469087937149,-0.7977683145727129,-0.020909118770704553,-0.3409788778582933,0,1,2,-0.3707596631338187,0.34793675823691506,0.7555399035041072,-0.2321429992825541,1,0,0,0,1,0,0,1
1,0.7675309515839035,-0.2978000037685579,0,1.3993951557462996,-0.38592286011028615,-0.004402063961888527,-0.3409788778582933,0,0,1,-0.3636243405152301,-0.06822785030600466,0.8351141467336847,-0.2356194706704873,1,0,0,1,0,0,1,0
1,0.3662158734335654,0.8009578504998889,0,0.3807741234762923,0.08272886393316475,-0.015890007627904205,-0.3409788778582933,0,2,1,-0.3501413786615808,0.238246718495999,-0.11365567638820107,3.668457897978501,1,0,0,0,0,1,1,0
2,-0.45461821402265085,-0.2978000037685579,0,-0.23039849588571198,-1.0107918255015542,-0.04276064832758452,-0.3409788778582933,0,0,2,-0.3654181636537453,-0.38151695018728043,-0.8019854579178131,-0.23144770500496747,0,1,0,1,0,0,0,1
2,-0.7705380234005871,-0.5724894673356696,0,-0.23039849588571198,-1.2522184712209077,-0.028782368881196896,-0.3409788778582933,0,0,1,-0.3638441751603267,-0.6278562710441279,-0.1716803089644578,-0.22658064506186099,0,1,0,1,0,0,1,0
1,4.340422796699371,1.0756473140670004,0,0.1770499170222909,0.054325729142652664,-0.013744255243824078,-0.3409788778582933,0,0,2,-0.3520654486587895,0.41177815466378065,0.6772234196511826,-0.22449476222910106,1,0,0,1,0,0,0,1
1,-0.11416703810821459,-0.023110540201446223,0,2.2142919815623054,-0.11609307960042034,-0.0003604164770952478,-0.3409788778582933,0,0,2,-0.3595825530748185,0.6604487624688001,0.6458632858599688,4.224693320047813,1,0,0,1,0,0,0,1
2,0.871180369252964,-0.2978000037685579,0,-0.026674289431710546,-1.1102027972683468,-0.04112696609018506,-0.3409788778582933,0,0,2,2.76051988315993,-0.48821816050746314,0.6414192027291282,-0.2217135851187545,0,1,0,1,0,0,0,1
1,0.6065328735572522,1.0756473140670004,0,0.9919467428382966,3.00825174735592,0.10616802098129609,-0.3409788778582933,0,0,1,-0.3562519548310829,-0.17839610275423806,1.1074609770916064,-0.22936182217220755,1,0,0,1,0,0,1,0
3,0.5901869988231052,-0.8471789309027813,0,-0.23039849588571198,0.18213983569995779,-0.027218701596828845,-0.3409788778582933,0,0,2,-0.36029718795558696,-0.3213817022421243,1.5844033327184104,-0.24118182489118042,0,0,1,1,0,0,0,1
1,0.0696801121274593,0.8009578504998889,0,-0.23039849588571198,1.0342338794153234,-0.021062877098930385,-0.3409788778582933,0,0,2,-0.36280220029077814,0.10841196845933974,-0.23574218654864876,-0.2203229965635812,1,0,0,1,0,0,0,1
3,-0.9658348186113316,-0.023110540201446223,0,0.3807741234762923,0.3099539422572624,0.019190229525262458,-0.3409788778582933,0,0,2,-0.3644416567819528,0.5823805379992435,-0.12338234890098398,-0.23005711644979418,0,0,1,1,0,0,0,1
2,0.1750871507356755,-1.3965578580370046,1,0.1770499170222909,-1.3800325777782125,-0.0352361001400329,1.6647792271904904,0,1,2,-0.35877212817628074,-0.30811129961406797,1.601676561491111,-0.3002818384860449,0,1,0,0,1,0,0,1
1,-0.7819876683756577,-0.2978000037685579,0,-1.4527437346097205,-0.49953539927233476,-0.048935692616511206,-0.3409788778582933,0,1,2,-0.36771919149066506,-0.6219383887910758,-1.4234024406094874,-0.2217135851187545,1,0,0,0,1,0,0,1
1,0.3726688531673223,-0.8471789309027813,0,1.603119362200301,1.8153200861544085,0.0681457829585941,-0.3409788778582933,0,0,2,-0.36208687627319125,1.977625888186013,0.4185442411862231,-0.23840064778083386,1,0,0,1,0,0,0,1
1,-0.20734605675401982,1.0756473140670004,0,0.9919467428382966,-0.07348837741465196,-0.015598965078048168,-0.3409788778582933,0,0,2,-0.36882318867387726,0.5520140310845921,0.4591279437395587,-0.23144770500496747,1,0,0,1,0,0,0,1
1,0.4056116913412098,-0.2978000037685579,0,-1.2490195281557193,1.4886840360635183,-0.029768069592501778,-0.3409788778582933,0,0,2,-0.36186290680718375,0.38679154070644933,0.3575848367311094,-0.22449476222910106,1,0,0,1,0,0,0,1
1,0.20363593656167403,0.25157892336566545,0,-0.23039849588571198,1.2614589577394206,-0.0408867187023322,-0.3409788778582933,0,2,2,-0.3644292523192201,-0.21468049192194164,0.24237407782969791,-0.22310417367392776,1,0,0,0,0,1,0,1
2,-0.9801217659596105,-1.6712473216041164,0,0.5844983299302937,-1.465241982149749,-0.04983902279483796,-0.3409788778582933,0,0,2,2.76051988315993,-0.6005981467270393,-0.7526812903530169,-0.22240887939634113,0,1,0,1,0,0,0,1
1,3.691986214503758,1.0756473140670004,0,-0.8415711152477163,0.8780166380675061,-0.04612411175752458,-0.3409788778582933,0,0,1,-0.3473710486512731,-0.5647919702666531,-0.050516155680222274,-0.24883006194463347,1,0,0,1,0,0,1,0
2,-0.39822369074631603,-1.121868394469893,0,-1.2490195281557193,-1.0960012298730908,-0.03279655952166413,-0.3409788778582933,0,0,2,2.76051988315993,-0.8183642583216754,-1.2015336865679047,-0.21823711373082127,0,1,0,1,0,0,0,1
1,1.869735042528369,-0.023110540201446223,0,-1.2490195281557193,2.710018832055542,-0.04532649042985308,1.6647792271904904,1,0,2,-0.3595825530748185,-0.4891745859220978,-0.2509191496935945,-0.2217135851187545,1,0,0,1,0,0,0,1
1,0.5143582097338215,1.0756473140670004,0,2.0105677751083038,-0.32911659052926173,-0.01107956850198177,-0.3409788778582933,0,0,1,-0.347464771258587,0.6398856160541543,1.7469058441819734,4.05782269342702,1,0,0,1,0,0,1,0
1,-0.5416957771225303,1.0756473140670004,0,-0.026674289431710546,-0.9255824211300175,-0.02059336506095508,-0.3409788778582933,0,0,2,-0.36500330328901764,-0.4071013300287584,-0.7681098053732933,-0.22588535078427432,1,0,0,1,0,0,0,1
3,0.05318358416995619,0.8009578504998889,0,0.7882225363842952,0.45196961620982334,0.0691479577764946,-0.3409788778582933,0,1,1,-0.35541051877571334,1.397792980563732,0.24866287471296272,-0.2759465387705125,0,0,1,0,1,0,1,0
2,0.03663683847133435,0.8009578504998889,0,0.3807741234762923,-0.826171449363225,-0.01875101080667771,-0.3409788778582933,0,0,2,-0.36070308954167435,0.7556728678133665,-0.24043782155481982,-0.22727593933944762,0,1,0,1,0,0,0,1
3,-0.37946736443847,0.8009578504998889,0,0.3807741234762923,2.085149866664274,-0.002952342581473546,-0.3409788778582933,0,0,2,-0.3618339630608074,1.022694888261689,0.4592117943646689,-0.2251900565066877,0,0,1,1,0,0,0,1
1,-1.2062271453466964,-1.121868394469893,0,3.844085633194317,-1.4794435495450051,-0.04448631099347621,-0.3409788778582933,0,0,2,2.76051988315993,-0.6872144233398934,-0.8237027698213543,-0.24187711916876709,1,0,0,1,0,0,0,1
2,1.0623593096919728,1.0756473140670004,0,-0.026674289431710546,-0.34331815792451775,-0.05263550238944527,-0.3409788778582933,0,1,1,-0.35837173968474123,-0.7466921288124883,-0.6057749951599507,-0.2606500646636064,0,1,0,0,1,0,1,0
2,0.2914667657783344,-0.5724894673356696,0,-1.0452953217017178,-1.1102027972683468,-0.03858446230559364,-0.3409788778582933,0,1,2,-0.3579031266481718,-0.3710560472147135,-0.2935152672495749,-0.2286665278946209,0,1,0,0,1,0,0,1
1,-0.23747670142525837,-0.8471789309027813,0,0.7882225363842952,-1.1954122016398834,-0.02819341957040331,-0.3409788778582933,0,0,2,-0.3601476452659758,-0.3729688980439829,-0.8984975274196505,-0.22658064506186099,1,0,0,1,0,0,0,1
2,-0.6901143109989395,-0.8471789309027813,0,-0.8415711152477163,-1.1102027972683468,-0.04364613155709935,-0.3409788778582933,0,1,2,-0.36459946911338575,-0.5286271342757788,-0.20127957962835755,-0.23353358783772737,0,1,0,0,1,0,0,1
1,0.5968157406507777,1.0756473140670004,0,-0.8415711152477163,1.2046526881583963,-0.028187928201538103,-0.3409788778582933,0,0,2,2.76051988315993,0.35110491742289246,-0.5199958056722186,-0.2307524107273808,1,0,0,1,0,0,0,1
2,-0.20734605675401982,-1.121868394469893,0,-0.4341227023397134,-0.9539855559205298,0.012607451098094056,-0.3409788778582933,0,0,2,-0.36643188391373605,0.1510924525874128,0.8636233592711519,-0.23144770500496747,0,1,0,1,0,0,0,1
1,0.07751407974198132,-0.2978000037685579,0,0.3807741234762923,0.5939852901623843,-0.011867579934139155,-0.3409788778582933,0,1,2,-0.3675407050546776,-0.8913514727759851,0.05027229570223523,4.40546983222034,1,0,0,0,1,0,0,1
2,-0.3480310584981445,-0.8471789309027813,0,-0.6378469087937149,1.2614589577394206,-0.049917274801167186,1.6647792271904904,1,0,2,-0.36530238866823994,-0.581170755492272,0.05966356571457736,4.1621168350650155,0,1,0,1,0,0,0,1
2,-0.9658348186113316,-1.6712473216041164,0,-1.0452953217017178,1.9431341927117132,0.005119969650382595,-0.3409788778582933,0,0,2,2.76051988315993,0.2436266114533191,-0.11097245638467475,-0.22240887939634113,0,1,0,1,0,0,0,1
3,-0.37522396531393726,-0.8471789309027813,0,-1.0452953217017178,0.5939852901623843,-0.03284735468366731,-0.3409788778582933,0,0,2,-0.36398820475538995,-0.13129215108347955,0.13060119455780453,-0.23353358783772737,0,0,1,1,0,0,0,1
1,0.3176302089011932,1.0756473140670004,0,-0.6378469087937149,0.7502025315102014,-0.03937659226439993,-0.3409788778582933,0,0,2,-0.3643024511446189,-0.43388124163852976,0.20380279027900702,-0.21754181945323464,1,0,0,1,0,0,0,1
1,-0.7673240879689883,1.0756473140670004,0,-0.23039849588571198,0.13953513351418942,-0.04552417970900058,-0.3409788778582933,0,0,2,-0.36381729882440583,-0.49001145815990316,-0.11516498764018462,-0.24326770772394035,1,0,0,1,0,0,0,1
3,-1.011758942864411,-0.8471789309027813,0,-0.4341227023397134,0.08272886393316475,-0.022411008155339012,-0.3409788778582933,0,0,2,-0.3657358557270667,0.010079480517210627,-0.912668283063274,-0.22449476222910106,0,0,1,1,0,0,0,1
1,-0.5918633005001425,-0.023110540201446223,0,0.5844983299302937,-0.25810875355298124,-0.013973519893946523,-0.3409788778582933,0,0,1,-0.36289799030854747,-0.26907718737928965,-0.29720469475442357,-0.23144770500496747,1,0,0,1,0,0,1,0
1,-0.371357199247795,1.0756473140670004,0,-0.23039849588571198,0.8070088010912256,-0.0019007454437861646,-0.3409788778582933,0,0,1,-0.3552203170138116,0.5942163025053478,-0.6965852221542947,-0.24326770772394035,1,0,0,1,0,0,1,0
1,1.632908175412434,0.25157892336566545,0,-0.23039849588571198,2.724220399450798,-0.052123432242764604,9.687811647385626,2,0,1,-0.3530736558242324,-0.8880039838247638,3.0989971740839093,-0.25856418183084645,1,0,0,1,0,0,1,0
1,-0.20734605675401982,1.0756473140670004,0,-0.23039849588571198,-0.030883675228883585,-0.012353566078710085,-0.3409788778582933,0,1,2,-0.36497849436355223,0.3772870631485171,0.8650488198980253,-0.23144770500496747,1,0,0,0,1,0,0,1
2,1.4540827992886332,-0.5724894673356696,0,0.5844983299302937,-0.8119698819679689,-0.01870021564467453,-0.3409788778582933,0,0,1,2.76051988315993,0.2527126528923487,1.277845447315528,-0.2543924161653266,0,1,0,1,0,0,1,0
2,0.6501720905894294,1.0756473140670004,1,-1.4527437346097205,4.059167734604871,-0.04751480092263857,1.6647792271904904,0,1,2,2.76051988315993,-0.6088473159282635,0.11508882891241796,-0.22936182217220755,0,1,0,0,1,0,0,1
1,-0.4835185240364805,-0.8471789309027813,0,-0.4341227023397134,-0.32911659052926173,-0.01086677795845495,-0.3409788778582933,0,0,2,-0.36287249224626356,0.17751370466669614,-0.38935653175053075,-0.22101829084116786,1,0,0,1,0,0,0,1
1,-0.3253577483830375,-0.023110540201446223,0,-0.026674289431710546,2.1703592710358106,-0.037558949170015996,-0.3409788778582933,0,1,1,-0.3594998566566004,-0.3373420513488407,-1.0350063450990523,-0.2724700673825793,1,0,0,0,1,0,1,0
2,-0.09900128029035786,1.0756473140670004,0,-0.4341227023397134,0.5513805879766159,0.011402095632180843,-0.3409788778582933,0,0,2,-0.3519241756110002,1.398868959155196,0.246650459710318,-0.22658064506186099,0,1,0,1,0,0,0,1
1,-0.20739627449513853,1.0756473140670004,0,0.5844983299302937,-0.7125589102011761,-0.02495488478214674,-0.3409788778582933,0,0,2,2.76051988315993,-0.08813345424808915,-0.06619622257582923,-0.21893240800840794,1,0,0,1,0,0,0,1
1,-0.23160122571436684,-0.5724894673356696,0,0.3807741234762923,-0.35751972531977383,-0.04721414847726842,-0.3409788778582933,0,0,2,2.76051988315993,-0.6767535203673265,-0.31422637165179373,-0.23631476494807396,1,0,0,1,0,0,0,1
2,-0.20734605675401982,-1.121868394469893,0,-0.4341227023397134,1.2898620925299327,-0.03296404627205299,-0.3409788778582933,0,0,2,-0.3616189523734402,-0.3816962799525245,-0.504902693152383,-0.23144770500496747,0,1,0,1,0,0,0,1
2,-0.20734605675401982,-1.3965578580370046,0,-1.0452953217017178,0.8354119358817378,-0.023827781322562743,-0.3409788778582933,0,0,2,-0.36150317738793486,0.35242000236801513,-0.7350726590798754,-0.23144770500496747,0,1,0,1,0,0,0,1
1,-0.05131953509812285,1.0756473140670004,0,-0.4341227023397134,0.8354119358817378,-0.01879356891538307,-0.3409788778582933,0,0,1,-0.35118059698385545,0.48267318852357705,0.6576862240005066,-0.28081359871361894,1,0,0,1,0,0,1,0
3,-0.03103156768615556,0.8009578504998889,0,0.3807741234762923,-0.32911659052926173,-0.02137176659759835,-0.3409788778582933,0,0,1,-0.36004840956411405,0.09520134241969808,0.31088003854472934,-0.26134535894119304,0,0,1,1,0,0,1,0
1,0.12577332895708174,1.0756473140670004,0,-0.6378469087937149,0.3525586444430308,-0.03731732893994683,-0.3409788778582933,0,0,1,-0.35836209176928246,-0.4402773365988992,0.11198635578334065,-0.23422888211531404,1,0,0,1,0,0,1,0
1,-0.47221953228476604,0.25157892336566545,0,-0.6378469087937149,-0.40012442750554217,-0.036448319817027626,-0.3409788778582933,0,0,1,-0.36208963282046513,-0.3555739108153145,-0.7443800784671074,-0.25300182761015333,1,0,0,1,0,0,1,0
1,-0.20734605675401982,-1.6712473216041164,0,0.3807741234762923,0.19634140309521358,-0.019654340985004466,1.6647792271904904,0,2,2,-0.3666696361161132,-0.5300019958093162,-1.0984812683074718,-0.23144770500496747,1,0,0,0,0,1,0,1
