Annual Income,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Current Loan Amount,Years in current job,Current Credit Balance,Monthly Debt,Credit Score,Bankruptcies,Home Ownership_1,Home Ownership_2,Home Ownership_3,Purpose_0,Purpose_1,Purpose_2,Term_1,Term_2,Credit Default
-0.7232831290078613,2.8254646009243096,-0.6983573428059201,-0.028189301043754403,-0.3409788778582933,-0.3659977277180908,-1.3965578580370046,-0.33536942393115665,-0.6876132052675036,4.447187488875539,0,0,1,0,1,0,0,0,1,1
-0.7638088460906771,0.1770499170222909,1.6591028448065912,-0.0042688982669072265,-0.3409788778582933,-0.3610779799709299,1.0756473140670004,0.4293524716576931,-0.5539553088418486,-0.22658064506186099,0,1,0,0,1,0,0,0,1,0
0.004999661566533873,-0.026674289431710546,1.3182652273204452,-0.036379677706212525,3.6705373322392743,-0.3636560408088804,-0.5724894673356696,-0.7622938183887166,0.0616759807172221,-0.25022065049980674,0,1,0,0,0,1,0,0,1,0
1.2521070445090974,0.1770499170222909,0.45196961620982334,-0.04783467315903695,9.687811647385626,-0.3670245415776327,-0.2978000037685579,-0.5590534177788449,0.7829590579151418,-0.3183594897032976,0,0,0,1,0,1,0,1,0,0
-0.5187964871723889,0.7882225363842952,0.5371790205813601,0.003451966357575586,-0.3409788778582933,2.76051988315993,1.0756473140670004,0.868710396505504,0.3347774667011357,-0.22379946795151442,0,1,0,0,0,0,1,0,1,0
-0.5002159229584585,-0.8415711152477163,0.2673492400714941,-0.04830830372366116,-0.3409788778582933,-0.3671809756354287,1.0756473140670004,-0.5057327009129609,0.2637559872327983,-0.24465829627911365,0,1,0,0,1,0,0,0,1,1
-0.8832015256004598,-0.4341227023397134,-1.749273330054871,-0.047595798613400395,-0.3409788778582933,-0.3685158336528332,-1.121868394469893,-0.6491367365197498,-0.06217139257053974,-0.25091594477739343,0,0,1,0,0,1,0,0,1,0
-0.5478223415390154,0.1770499170222909,1.6591028448065912,-0.033007977222974653,-0.3409788778582933,2.76051988315993,1.0756473140670004,-0.4233605620775482,-0.3010618235094927,-0.23979123633600716,0,1,0,0,1,0,0,1,0,0
6.354706610712786,-1.0452953217017178,-0.669954208015408,-0.03246707738975164,-0.3409788778582933,-0.36714307311041205,0.8009578504998889,-0.2573011994616,1.8717594249710576,-0.2251900565066877,0,0,1,0,0,0,1,0,1,0
1.064995741100706,2.0105677751083038,0.12533356611893312,0.046728071542065576,-0.3409788778582933,-0.34732487648443466,-1.121868394469893,1.2928850678959893,0.5491835151079109,-0.2404865306135938,0,0,1,0,1,0,0,0,1,0
1.091912450340346,0.3807741234762923,1.0058307446248107,0.08572640038055834,-0.3409788778582933,2.76051988315993,1.0756473140670004,0.12777958310569223,-0.2758227853513232,-0.2217135851187545,0,1,0,0,1,0,0,0,1,0
-0.16666968644784777,0.7882225363842952,0.08272886393316475,-0.029515466624702197,-0.3409788778582933,-0.3663085284232273,-0.2978000037685579,-0.24474811589451972,0.12171302829612358,-0.22449476222910106,0,1,0,0,1,0,0,0,1,1
0.03663683847133435,-0.4341227023397134,-0.5563416688533591,-0.029934183500674328,-0.3409788778582933,-0.3551996429092571,1.0756473140670004,0.1390773583160645,0.667161344637959,-0.27872771588085904,0,1,0,0,1,0,0,1,0,0
-0.9400228996763039,-1.2490195281557193,-0.28651188834349334,-0.05292654493930131,-0.3409788778582933,-0.3672643611904653,-0.023110540201446223,-0.81752738608387,-0.990817065665978,-0.22240887939634113,0,1,0,0,0,1,0,0,1,0
0.770795104756621,1.8068435686543023,2.0141420296879935,-0.008331138384945036,1.6647792271904904,-0.36818229143268666,-1.6712473216041164,1.044334013267799,0.371420189874292,-0.23283829356014074,1,1,0,0,0,0,1,0,1,0
-0.28960271670650106,1.1956709492922981,-0.27231032094823754,0.09270455736602173,-0.3409788778582933,2.76051988315993,-1.121868394469893,2.3112390281282758,0.27297955599492,-0.22101829084116786,0,0,1,0,0,1,0,0,1,0
1.0907825511651743,-0.4341227023397134,2.6390109950792615,-0.046247667556991764,-0.3409788778582933,-0.37109527276442067,1.0756473140670004,-0.45946562148000775,-1.1269066302198287,-0.29471948426535177,0,1,0,0,0,1,0,0,1,0
-0.4778439192900639,-0.026674289431710546,-0.840373016758481,-0.05201360486546044,-0.3409788778582933,-0.36546709236785774,0.25157892336566545,-0.6877524126356254,-0.7815259053909249,-0.22240887939634113,0,0,1,0,1,0,0,0,1,1
-0.09988009075993565,-0.4341227023397134,0.06852729653790895,-0.016612122633679092,-0.3409788778582933,-0.3579734186036572,-0.023110540201446223,0.22635117740148,-0.4179495949131081,-0.22310417367392776,0,1,0,0,1,0,0,0,1,0
-0.7747814225251198,1.8068435686543023,-0.0024805404383715026,0.07691687187854798,-0.3409788778582933,-0.35761093263713434,-1.121868394469893,0.9993820187799686,-0.7249267334415416,-0.2307524107273808,0,0,1,0,1,0,0,0,1,1
-0.23807931431868312,0.5844983299302937,-0.2013024839719571,-0.034973887276719205,-0.3409788778582933,-0.3691512177994759,1.0756473140670004,-0.6787859243734252,-1.276412294791311,-0.2523065333325667,0,0,1,0,0,1,0,0,1,0
0.21011402516599031,-0.4341227023397134,0.08272886393316475,-0.04597584479816395,-0.3409788778582933,-0.36719269096134294,1.0756473140670004,-0.5007712440745434,0.11341181641021401,-0.22658064506186099,0,1,0,0,1,0,0,0,1,0
-0.6230736266054338,0.5844983299302937,-0.27231032094823754,-0.012225891752593993,-0.3409788778582933,-0.3609091414504012,-0.8471789309027813,0.7717527700969122,-0.14560276455518634,-0.3169689011481243,0,1,0,0,1,0,0,1,0,0
-0.20734605675401982,-0.8415711152477163,0.46617118360507964,-0.05207263708076142,1.6647792271904904,-0.36381660968758733,0.5262683869327771,-0.6170964851294877,-0.1582642089468262,-0.23144770500496747,0,0,1,0,1,0,0,0,1,1
-0.8829504368948662,-1.2490195281557193,-0.45693069708656664,-0.014872731545624376,-0.3409788778582933,-0.36865159360607463,1.0756473140670004,0.8761824700573375,-0.8239543216966849,4.3776580611168745,0,1,0,0,1,0,0,0,1,1
-1.3064868654902428,-0.8415711152477163,-1.2238153364303956,-0.049107297893548965,-0.3409788778582933,-0.36778190294114715,-1.121868394469893,-0.749800511410051,-1.4933338619513923,-0.2370100592256606,0,0,1,0,1,0,0,0,1,0
3.473790129342872,0.9919467428382966,-0.25810875355298124,-0.005001996010412529,-0.3409788778582933,-0.35187042293915843,0.25157892336566545,0.9519194075787221,2.8571719712660997,-0.25508771044291323,0,1,0,0,1,0,0,0,1,0
-0.20734605675401982,-1.0452953217017178,-0.07348837741465196,-0.0028493794152508914,-0.3409788778582933,-0.3621144417459306,0.25157892336566545,0.7818550135389912,0.044402751944521396,-0.23144770500496747,0,0,1,0,1,0,0,1,0,1
-0.8101347122727064,-1.2490195281557193,-0.059286810019396174,-0.04867759827984642,-0.3409788778582933,2.76051988315993,-0.023110540201446223,-0.575432203004464,-0.8637833686240287,-0.25091594477739343,0,0,1,0,1,0,0,0,1,0
-0.36297083648096695,-0.6378469087937149,-0.1871009165767008,-0.03912673498103295,-0.3409788778582933,2.76051988315993,-0.2978000037685579,-0.5617433642575049,0.22627475780853998,-0.23840064778083386,0,0,1,0,1,0,0,0,1,0
0.2245767346081848,-0.6378469087937149,-0.1586977817861887,-0.013307691419040021,-0.3409788778582933,-0.3515830528858504,1.0756473140670004,0.8242366147249909,0.15693029084240656,-0.23283829356014074,0,1,0,0,1,0,0,0,1,0
2.8011988136691492,1.1956709492922981,0.9064197728580182,0.04559959524026528,-0.3409788778582933,-0.3476239618636569,1.0756473140670004,1.5743730227406616,2.412092853181171,-0.2286665278946209,0,1,0,0,1,0,0,0,1,0
-0.20734605675401982,1.603119362200301,1.4886840360635183,0.030399486221368816,-0.3409788778582933,-0.36381660968758733,1.0756473140670004,0.19341427718499785,-0.734904957829655,-0.23144770500496747,0,1,0,0,1,0,0,0,1,0
-0.20734605675401982,-0.23039849588571198,1.2472573903441648,-0.024680316338886326,-0.3409788778582933,-0.362763608628943,-0.2978000037685579,-0.5594120773093328,0.2219145253028097,-0.23144770500496747,0,1,0,0,1,0,0,0,1,0
-0.20734605675401982,2.0105677751083038,-0.08768994480990826,-0.010927183015972241,-0.3409788778582933,-0.3677288394061239,-1.121868394469893,-0.30715487419943327,0.22292073280413208,-0.23144770500496747,0,0,1,0,1,0,0,0,1,0
0.03312159659302319,1.8068435686543023,-0.47113226448182266,-0.011340408523079161,-0.3409788778582933,-0.36436378432146405,1.0756473140670004,0.05270018805686902,-0.779848892888721,-0.23840064778083386,0,0,1,0,1,0,0,0,1,0
-0.8329084578700509,-0.23039849588571198,0.6649931271386648,-0.05562967126320007,-0.3409788778582933,2.76051988315993,-0.2978000037685579,-0.8004312817972749,-0.3701547386002955,-0.23770535350324723,0,0,0,1,0,1,0,0,1,0
0.0978773737656267,-0.23039849588571198,-0.9397839885252738,-0.016783727910716847,-0.3409788778582933,-0.3610924518441181,1.0756473140670004,0.5542855414443495,1.3977518412231105,-0.2752512444929258,0,0,1,0,0,1,0,1,0,1
0.4165842677756525,-0.026674289431710546,0.12533356611893312,-0.023295118542637543,-0.3409788778582933,-0.3579196659318154,1.0756473140670004,0.16956341840754527,0.6538290952454375,-0.23144770500496747,0,1,0,0,1,0,0,1,0,0
-0.1323207515226358,3.029188807378311,-0.22970561876246917,-0.04073021468967376,-0.3409788778582933,-0.36653387616287175,-1.6712473216041164,-0.3675292284982481,0.05664494321061025,-0.243963002001527,0,0,1,0,0,1,0,0,1,0
-1.4428782503687159,-1.0452953217017178,-0.826171449363225,-0.03788980414414479,-0.3409788778582933,-0.3696267222042302,-1.6712473216041164,-0.5840400317361761,-1.2502508997569295,-0.2203229965635812,0,0,1,0,0,0,1,0,1,0
-0.9383657142193857,-0.8415711152477163,-0.840373016758481,-0.04368594398137211,-0.3409788778582933,-0.3665104455110433,-0.023110540201446223,-0.5496087168093273,-1.0584845201299076,-0.24326770772394035,0,0,1,0,0,1,0,0,1,1
-0.20734605675401982,-0.6378469087937149,-0.3717212927150301,-0.034527713556421036,1.6647792271904904,-0.3619559402776792,1.0756473140670004,-0.18467264453777824,-0.4441948405726,-0.23144770500496747,1,0,1,0,1,0,0,0,1,1
0.9687785491172176,2.621740394470308,-1.1102027972683468,-0.009496681426585489,-0.3409788778582933,-0.3576281610575965,-1.6712473216041164,1.0057183371519234,2.5778655390240313,3.654552012426768,0,1,0,0,1,0,0,1,0,1
1.2342546375413885,2.0105677751083038,-0.5421401014581031,-0.0068086563670660466,-0.3409788778582933,2.76051988315993,-1.3965578580370046,-0.17355419909264994,1.3533110099147059,-0.2217135851187545,0,1,0,0,1,0,0,0,1,0
-0.6179765258818826,-1.0452953217017178,0.19634140309521358,-0.040815330907084495,-0.3409788778582933,2.76051988315993,-1.3965578580370046,-0.16679944460179244,-1.2432074472476728,-0.22310417367392776,0,0,1,0,1,0,0,0,1,0
-0.5864397844593195,-1.656467941063722,-0.40012442750554217,-0.015357344847979003,-0.3409788778582933,-0.3614928403356576,-1.6712473216041164,0.09675553371847945,-0.8273083467010928,-0.2460488848342869,0,1,0,0,1,0,0,0,1,0
-0.7287568627898029,-0.026674289431710546,0.9490244750437866,-0.006431124757582978,-0.3409788778582933,-0.3624652123865392,-0.2978000037685579,-0.22083748052865246,-0.10820538575603822,4.1412580067374165,0,1,0,0,1,0,0,0,1,1
-0.20734605675401982,-1.0452953217017178,-0.32911659052926173,-0.04416094738821263,-0.3409788778582933,-0.36915259607311285,-1.3965578580370046,-0.9092844493003855,-0.4478842680774487,-0.23144770500496747,0,0,0,1,1,0,0,0,1,0
-1.0851521715094363,-1.2490195281557193,2.2981733775931152,-0.04612411175752458,-0.3409788778582933,2.76051988315993,-0.5724894673356696,-0.6772915096630585,-0.658517038354265,-0.25856418183084645,0,1,0,0,1,0,0,0,1,0
-0.870019368556793,-1.0452953217017178,-0.9681871233157859,-0.05319836769812912,-0.3409788778582933,-0.3691560417572053,-1.121868394469893,-0.7502189475289537,-1.2863066685543143,-0.23631476494807396,0,0,1,0,1,0,0,1,0,1
-0.4771157620438423,0.1770499170222909,-0.2155040513672129,-0.0036813217983299425,-0.3409788778582933,-0.36072858760395826,-0.023110540201446223,1.1155279300696688,0.21612883217020606,-0.22797123361703425,0,0,1,0,1,0,0,0,1,0
0.5965144342040654,0.7882225363842952,1.7585138165733838,-0.016322452926039354,-0.3409788778582933,-0.35440920297845535,0.8009578504998889,0.5554810732126428,2.2631741429854597,-0.25647829899808655,0,1,0,0,1,0,0,0,1,1
0.5773312570967102,-0.8415711152477163,1.0342338794153234,-0.03086634336554343,-0.3409788778582933,-0.35802579300186205,1.0756473140670004,-0.0048048899980417436,0.5944628526674176,-0.21962770228599457,0,1,0,0,1,0,0,0,1,0
-0.6452447593093534,0.1770499170222909,0.2957523748620061,-0.03491622790363452,-0.3409788778582933,2.76051988315993,-0.5724894673356696,-0.20774640766584013,-0.9087273036830946,-0.22240887939634113,0,0,1,0,1,0,0,0,1,0
-0.20734605675401982,-0.8415711152477163,-0.4853338318770787,-0.006974770275238596,-0.3409788778582933,-0.35817189000738076,-1.121868394469893,0.761530973478004,0.679906639654709,-0.23144770500496747,0,1,0,0,1,0,0,0,1,0
-0.20734605675401982,-0.8415711152477163,-0.669954208015408,-0.051840626746206375,-0.3409788778582933,-0.3648902848507862,0.8009578504998889,-0.6429199713246243,-0.17293806834111075,-0.23144770500496747,0,1,0,0,0,1,0,0,1,0
0.2785105885697018,0.1770499170222909,0.3383570770477745,-0.0067468784673324535,-0.3409788778582933,-0.35833176974926917,1.0756473140670004,0.9962736361824058,1.727200947281077,-0.24187711916876709,0,1,0,0,1,0,0,1,0,0
-0.71027673405811,-0.8415711152477163,0.054325729142652664,-0.04172140676984386,-0.3409788778582933,-0.36942342684277724,-0.2978000037685579,-0.4294577740958443,0.03870090943702796,-0.26899359599464606,0,0,1,0,0,1,0,0,1,1
-0.11012450994815676,-0.4341227023397134,2.667414129869774,0.001652170212003579,-0.3409788778582933,-0.35833590457018005,1.0756473140670004,-0.2175497681658457,-1.2597260203943819,-0.22101829084116786,0,1,0,0,1,0,0,0,1,0
-0.3718844855295417,0.3807741234762923,-1.0249933928968102,-0.018880057975010103,-0.3409788778582933,-0.36180708672488654,-0.5724894673356696,-0.887406217940617,-1.3081078310829657,-0.23144770500496747,0,1,0,0,0,0,1,0,1,0
-0.20734605675401982,-1.0452953217017178,-0.08768994480990826,-0.05828612095174457,-0.3409788778582933,-0.37004158256895786,-0.5724894673356696,-0.8865693457028117,-0.7366658209569692,-0.23144770500496747,0,1,0,0,0,1,0,0,1,0
-0.4830163466252932,-0.026674289431710546,-0.49953539927233476,-0.04289381402256582,1.6647792271904904,-0.3640874404572517,-1.121868394469893,-0.6190691125471717,-1.102422247687651,-0.31766419542571095,1,0,1,0,0,1,0,1,0,1
-0.3368325022286675,2.8254646009243096,1.020032312020067,-0.04688741202978853,-0.3409788778582933,-0.36867295684744766,-0.023110540201446223,-0.520676848016628,-0.01731130813658403,4.370705118341008,0,0,1,0,1,0,0,0,1,1
-0.20734605675401982,-0.4341227023397134,1.2330558229489084,0.016110944434096927,-0.3409788778582933,-0.35747310527343745,-0.2978000037685579,1.8607626578353367,2.293360368025131,-0.23144770500496747,0,1,0,0,1,0,0,1,0,1
0.5984227083665771,-1.0452953217017178,0.16793826830470152,-0.0387546947404151,1.6647792271904904,-0.3620386366958973,1.0756473140670004,-0.15627876504081084,0.36529909424124757,-0.22727593933944762,1,1,0,0,1,0,0,0,1,0
1.9991210525207792,1.8068435686543023,-0.5847448036438715,0.08735047272244369,-0.3409788778582933,-0.3616265328784436,0.25157892336566545,0.3815909775143732,0.20547980278121097,-0.2217135851187545,0,0,1,0,1,0,0,0,1,0
-0.2318523144199605,-0.8415711152477163,0.3099539422572624,-0.02015405555173842,-0.3409788778582933,-0.36652698479468687,0.5262683869327771,-0.671792063528909,-1.1444314108678602,-0.21823711373082127,0,1,0,0,0,0,1,0,1,0
0.22859415389768328,-0.6378469087937149,-1.1954122016398834,-0.02096540530157294,-0.3409788778582933,-0.36173059253803475,-1.121868394469893,-0.0527457139066056,-1.0666180307655968,-0.22310417367392776,0,0,1,0,1,0,0,0,1,0
-0.8860137191031088,-1.4527437346097205,-1.7918780322406394,-0.054517669067995406,-0.3409788778582933,2.76051988315993,-0.023110540201446223,-0.7224228339161329,-0.6571754283525019,-0.2898524243222453,0,0,1,0,1,0,0,0,1,0
0.29508244313888304,0.1770499170222909,-0.1871009165767008,-0.028370516216306277,-0.3409788778582933,-0.3543678547693463,0.8009578504998889,-0.02817753606817699,-0.6083743645383669,-0.2543924161653266,0,0,1,0,1,0,0,0,1,0
-0.6289491023163253,0.7882225363842952,-0.47113226448182266,-0.018907514819336144,-0.3409788778582933,-0.36644359923965025,-0.2978000037685579,0.01814931995319083,0.3397246535826373,4.40546983222034,0,0,1,0,1,0,0,0,1,1
-7.233028645794973e-05,0.5844983299302937,1.2898620925299327,-0.030432525225191978,-0.3409788778582933,2.76051988315993,0.5262683869327771,0.14840250610875275,0.2422902272045877,-0.22449476222910106,0,1,0,0,1,0,0,0,1,0
-0.5997977035969019,0.1770499170222909,-0.6131479384343835,-0.044690864483705225,-0.3409788778582933,-0.36489648708215255,-0.8471789309027813,-0.8795157082698809,-0.6442624320855315,-0.2286665278946209,0,0,1,0,0,1,0,0,1,1
-0.2389832336588203,1.1956709492922981,-0.2155040513672129,0.021098480205922327,-0.3409788778582933,-0.3594674672261316,0.5262683869327771,0.9849160843836189,1.1032684458360966,-0.24674417911187357,0,1,0,0,1,0,0,1,0,1
-0.7365908304043249,-0.4341227023397134,-0.41432599490079824,-0.041785930354010056,-0.3409788778582933,-0.3649571311221792,-1.3965578580370046,-0.38259292877874446,-0.0010442868652056974,-0.2404865306135938,0,0,1,0,1,0,0,0,1,0
0.18244404980956958,-0.8415711152477163,-1.2096137690351394,-0.04423370802567664,-0.3409788778582933,-0.3549322578236851,1.0756473140670004,-0.5882243929252029,0.4684353631267906,-0.2877665414894854,0,0,0,1,1,0,0,0,1,0
-0.3360039095002084,0.9919467428382966,-0.7551636123869445,-0.028178318306023988,1.6647792271904904,-0.36132538008876586,-0.5724894673356696,-0.23321123433048876,-0.27842215472973936,-0.2356194706704873,1,1,0,0,1,0,0,1,0,0
1.943454686490666,-0.4341227023397134,-1.4936451169402611,-0.039734904082854766,-0.3409788778582933,-0.3642797096296089,-1.121868394469893,-0.36465995225434406,-0.263832145960565,-0.24952535622222013,0,1,0,0,1,0,0,0,1,1
0.7263524038665441,-0.6378469087937149,0.5371790205813601,-0.001381811086023984,-0.3409788778582933,-0.3549191642241339,-0.023110540201446223,0.9991429124263099,0.5971460726709439,-0.25091594477739343,0,1,0,0,1,0,0,0,1,0
-0.07452013149497654,0.7882225363842952,-0.35751972531977383,0.14557408395803054,9.687811647385626,-0.36351407862427265,1.0756473140670004,2.045173433094588,-0.3032419397623578,-0.22588535078427432,1,0,0,1,1,0,0,0,1,0
0.1882944166499017,-0.6378469087937149,-0.25810875355298124,-0.0229340610397501,-0.3409788778582933,-0.36100010751044115,-1.3965578580370046,0.17583996019108541,1.1821718840647926,-0.2474394733894602,0,0,1,0,1,0,0,1,0,1
0.6817339408825517,1.1956709492922981,0.8780166380675061,0.058126780464021616,-0.3409788778582933,2.76051988315993,0.25157892336566545,2.8971093711804383,2.079457423369017,-0.22727593933944762,0,1,0,0,1,0,0,0,1,0
2.258395249916787,-0.23039849588571198,-0.22970561876246917,-0.03978569924485795,7.682053542336842,-0.35879969364902015,-0.8471789309027813,-0.48062653377880027,-0.08548186635117468,-0.25856418183084645,2,0,1,0,1,0,0,1,0,1
-0.17332353714607962,0.5844983299302937,0.991629177229555,-0.025177285221187673,-0.3409788778582933,-0.3635375092761011,1.0756473140670004,0.2641299812795503,0.09974416451725181,-0.2307524107273808,0,1,0,0,1,0,0,0,1,0
-0.4261447548083304,-0.026674289431710546,-1.749273330054871,-0.013980384105028033,-0.3409788778582933,2.76051988315993,-0.2978000037685579,-0.202545844473764,-0.673777852124321,-0.3218359610912308,0,1,0,0,1,0,0,1,0,0
0.8094627654180439,0.1770499170222909,-0.22970561876246917,-0.013370842160989917,-0.3409788778582933,-0.3578631567126997,1.0756473140670004,0.0493526991056476,0.7526889822503605,-0.21823711373082127,0,0,0,1,1,0,0,0,1,0
-0.20734605675401982,-0.4341227023397134,-0.6415510732248957,-0.038082002054427085,5.676295437288058,-0.3615562409229581,0.25157892336566545,-0.5297031128672428,-0.26140047783236925,-0.23144770500496747,1,0,1,0,1,0,0,0,1,1
-0.5478474504095748,0.7882225363842952,0.3241555096525187,-0.01604651164056264,-0.3409788778582933,-0.3594812499625013,1.0756473140670004,0.31069594365457676,-0.36478829859324285,-0.2724700673825793,0,1,0,0,1,0,0,1,0,0
-0.8865410053848555,-1.656467941063722,-1.1102027972683468,-0.05262863817836376,-0.3409788778582933,-0.3692077270185916,-1.6712473216041164,-0.6405289077880376,-0.8099512673032819,-0.24883006194463347,0,0,1,0,1,0,0,0,1,0
-0.4748559636934994,0.1770499170222909,-0.513736966667591,-0.0416198164458375,-0.3409788778582933,-0.3638352163816864,0.8009578504998889,-0.3789465568854497,0.15852345271950033,-0.2251900565066877,0,0,1,0,1,0,0,0,1,1
-0.20734605675401982,-0.026674289431710546,-0.25810875355298124,-0.0450752603042698,-0.3409788778582933,-0.36598601239217654,-0.2978000037685579,-0.5994623915471605,-0.8985813780447607,-0.23144770500496747,0,0,1,0,1,0,0,0,1,0
-1.4151831661417358,-1.4527437346097205,-1.4936451169402611,-0.053043236527686985,-0.3409788778582933,-0.36922771198632764,1.0756473140670004,-0.7004250493795351,-1.292092361686918,-0.2905477185998319,0,0,0,1,0,1,0,0,1,1
-0.06344711957829637,-1.0452953217017178,0.13953513351418942,-0.0451411567306523,-0.3409788778582933,2.76051988315993,1.0756473140670004,-0.6931323055929456,-0.8020693085429234,-0.2571735932756732,0,0,0,1,0,0,1,1,0,0
-0.985921915058824,-1.2490195281557193,-0.669954208015408,-0.03667072025606856,-0.3409788778582933,-0.3639544370512842,-0.2978000037685579,-0.2862928448427141,-1.1228818002145393,-0.2731653616601659,0,0,1,0,1,0,0,0,1,1
0.5531514147480412,0.7882225363842952,-0.32911659052926173,-0.02718300769920499,-0.3409788778582933,-0.3529275588187137,1.0756473140670004,-0.2307006176170727,0.8770394592887835,-0.24257241344635372,0,0,0,1,0,1,0,0,1,0
-0.7502500559886197,0.3807741234762923,-0.982388690711042,-0.03504527507196691,-0.3409788778582933,-0.3653258193200684,-0.2978000037685579,-0.04168704504989199,-0.5669521557339292,4.349846290013409,0,0,1,0,1,0,0,0,1,1
3.1568910740131204,1.3993951557462996,-0.1728993491814445,-0.005986323879501109,-0.3409788778582933,-0.36249002131200464,0.8009578504998889,1.044872002563531,5.082232159190303,-0.23283829356014074,0,1,0,0,1,0,0,1,0,1
-0.7480404753793956,-0.6378469087937149,1.2898620925299327,-0.031832824285820085,-0.3409788778582933,-0.3636760257766165,-1.121868394469893,0.08695217321847387,-0.09269302011065167,-0.28220418726879226,0,0,1,0,1,0,0,1,0,0
-1.0324486522053282,-1.0452953217017178,-1.451040414754493,-0.051688241260196846,-0.3409788778582933,-0.3694537488627906,-1.121868394469893,-0.8134625780716725,-1.1403227302374603,-0.2307524107273808,0,0,1,0,1,0,0,0,1,0
1.2035213799767253,1.1956709492922981,1.8863279231306889,0.0013487720822008228,1.6647792271904904,-0.348265548241666,1.0756473140670004,0.30961996506311273,1.2453952553978815,4.148210949513283,1,1,0,0,1,0,0,0,1,1
